v4_1,Data Marking,mmm-yy,Time,administrative-geography,Geography,index-and-year-change,IndexAndYearChange
95.9,,Mar-09,01 March 2009,E12000002,North West,index,Index
95.7,,Mar-09,01 March 2009,E12000003,Yorkshire and The Humber,index,Index
92.1,,Mar-09,01 March 2009,E12000008,South East,index,Index
85.7,,Mar-09,01 March 2009,E12000007,London,index,Index
96,,Mar-09,01 March 2009,E12000005,West Midlands,index,Index
95.2,,Mar-09,01 March 2009,E12000006,East of England,index,Index
96.5,,Mar-09,01 March 2009,E12000001,North East,index,Index
93.8,,Mar-09,01 March 2009,E12000009,South West,index,Index
95.8,,Mar-09,01 March 2009,E12000004,East Midlands,index,Index
100.2,,Apr-15,01 April 2015,E12000001,North East,index,Index
100.5,,Apr-15,01 April 2015,E12000004,East Midlands,index,Index
100.1,,Apr-15,01 April 2015,E12000003,Yorkshire and The Humber,index,Index
100.1,,Apr-15,01 April 2015,E12000002,North West,index,Index
100.9,,Apr-15,01 April 2015,E12000007,London,index,Index
100.4,,Apr-15,01 April 2015,E12000005,West Midlands,index,Index
100.6,,Apr-15,01 April 2015,E12000008,South East,index,Index
100.4,,Apr-15,01 April 2015,E12000009,South West,index,Index
100.6,,Apr-15,01 April 2015,E12000006,East of England,index,Index
93.8,,Jan-08,01 January 2008,E12000003,Yorkshire and The Humber,index,Index
94.3,,Jan-08,01 January 2008,E12000002,North West,index,Index
82.2,,Jan-08,01 January 2008,E12000007,London,index,Index
89.2,,Jan-08,01 January 2008,E12000008,South East,index,Index
94.1,,Jan-08,01 January 2008,E12000005,West Midlands,index,Index
93,,Jan-08,01 January 2008,E12000006,East of England,index,Index
91.5,,Jan-08,01 January 2008,E12000009,South West,index,Index
94.2,,Jan-08,01 January 2008,E12000001,North East,index,Index
94.5,,Jan-08,01 January 2008,E12000004,East Midlands,index,Index
106.5,,Aug-17,01 August 2017,E12000007,London,index,Index
105.1,,Aug-17,01 August 2017,E12000009,South West,index,Index
103.7,,Aug-17,01 August 2017,E12000003,Yorkshire and The Humber,index,Index
106.5,,Aug-17,01 August 2017,E12000004,East Midlands,index,Index
105,,Aug-17,01 August 2017,E12000005,West Midlands,index,Index
107.4,,Aug-17,01 August 2017,E12000008,South East,index,Index
101.7,,Aug-17,01 August 2017,E12000001,North East,index,Index
102.9,,Aug-17,01 August 2017,E12000002,North West,index,Index
106.9,,Aug-17,01 August 2017,E12000006,East of England,index,Index
90.5,,May-10,01 May 2010,E12000008,South East,index,Index
92.8,,May-10,01 May 2010,E12000009,South West,index,Index
93.2,,May-10,01 May 2010,E12000006,East of England,index,Index
84.5,,May-10,01 May 2010,E12000007,London,index,Index
94.6,,May-10,01 May 2010,E12000005,West Midlands,index,Index
95.9,,May-10,01 May 2010,E12000003,Yorkshire and The Humber,index,Index
94.6,,May-10,01 May 2010,E12000004,East Midlands,index,Index
96.9,,May-10,01 May 2010,E12000001,North East,index,Index
96.3,,May-10,01 May 2010,E12000002,North West,index,Index
94.6,,Apr-10,01 April 2010,E12000005,West Midlands,index,Index
93.3,,Apr-10,01 April 2010,E12000006,East of England,index,Index
90.4,,Apr-10,01 April 2010,E12000008,South East,index,Index
96,,Apr-10,01 April 2010,E12000003,Yorkshire and The Humber,index,Index
94.7,,Apr-10,01 April 2010,E12000004,East Midlands,index,Index
96.2,,Apr-10,01 April 2010,E12000002,North West,index,Index
84.4,,Apr-10,01 April 2010,E12000007,London,index,Index
92.8,,Apr-10,01 April 2010,E12000009,South West,index,Index
96.9,,Apr-10,01 April 2010,E12000001,North East,index,Index
97,,Jul-13,01 July 2013,E12000008,South East,index,Index
99.2,,Jul-13,01 July 2013,E12000002,North West,index,Index
99.6,,Jul-13,01 July 2013,E12000001,North East,index,Index
96.3,,Jul-13,01 July 2013,E12000007,London,index,Index
98,,Jul-13,01 July 2013,E12000005,West Midlands,index,Index
97.6,,Jul-13,01 July 2013,E12000006,East of England,index,Index
97.7,,Jul-13,01 July 2013,E12000009,South West,index,Index
98,,Jul-13,01 July 2013,E12000004,East Midlands,index,Index
99.1,,Jul-13,01 July 2013,E12000003,Yorkshire and The Humber,index,Index
101.8,,Jan-18,01 January 2018,E12000001,North East,index,Index
105.8,,Jan-18,01 January 2018,E12000005,West Midlands,index,Index
106.4,,Jan-18,01 January 2018,E12000009,South West,index,Index
103.5,,Jan-18,01 January 2018,E12000002,North West,index,Index
108.2,,Jan-18,01 January 2018,E12000008,South East,index,Index
106.3,,Jan-18,01 January 2018,E12000007,London,index,Index
104.1,,Jan-18,01 January 2018,E12000003,Yorkshire and The Humber,index,Index
107.8,,Jan-18,01 January 2018,E12000004,East Midlands,index,Index
108.1,,Jan-18,01 January 2018,E12000006,East of England,index,Index
110.7,,Jul-19,01 July 2019,E12000008,South East,index,Index
109.2,,Jul-19,01 July 2019,E12000009,South West,index,Index
107.2,,Jul-19,01 July 2019,E12000007,London,index,Index
106.7,,Jul-19,01 July 2019,E12000003,Yorkshire and The Humber,index,Index
102.5,,Jul-19,01 July 2019,E12000001,North East,index,Index
108.1,,Jul-19,01 July 2019,E12000005,West Midlands,index,Index
105.4,,Jul-19,01 July 2019,E12000002,North West,index,Index
111.4,,Jul-19,01 July 2019,E12000004,East Midlands,index,Index
110.2,,Jul-19,01 July 2019,E12000006,East of England,index,Index
106.5,,Feb-19,01 February 2019,E12000007,London,index,Index
109.6,,Feb-19,01 February 2019,E12000006,East of England,index,Index
104.8,,Feb-19,01 February 2019,E12000002,North West,index,Index
110.6,,Feb-19,01 February 2019,E12000004,East Midlands,index,Index
107.8,,Feb-19,01 February 2019,E12000005,West Midlands,index,Index
108.4,,Feb-19,01 February 2019,E12000009,South West,index,Index
106.2,,Feb-19,01 February 2019,E12000003,Yorkshire and The Humber,index,Index
102.1,,Feb-19,01 February 2019,E12000001,North East,index,Index
110.1,,Feb-19,01 February 2019,E12000008,South East,index,Index
98.5,,Aug-14,01 August 2014,E12000007,London,index,Index
99.7,,Aug-14,01 August 2014,E12000003,Yorkshire and The Humber,index,Index
98.8,,Aug-14,01 August 2014,E12000006,East of England,index,Index
99.3,,Aug-14,01 August 2014,E12000004,East Midlands,index,Index
99.2,,Aug-14,01 August 2014,E12000005,West Midlands,index,Index
99.6,,Aug-14,01 August 2014,E12000002,North West,index,Index
98.7,,Aug-14,01 August 2014,E12000008,South East,index,Index
99.2,,Aug-14,01 August 2014,E12000009,South West,index,Index
99.9,,Aug-14,01 August 2014,E12000001,North East,index,Index
87.6,,Aug-05,01 August 2005,E12000001,North East,index,Index
84.8,,Aug-05,01 August 2005,E12000009,South West,index,Index
86.4,,Aug-05,01 August 2005,E12000003,Yorkshire and The Humber,index,Index
83.8,,Aug-05,01 August 2005,E12000008,South East,index,Index
87.2,,Aug-05,01 August 2005,E12000006,East of England,index,Index
89.2,,Aug-05,01 August 2005,E12000002,North West,index,Index
88.9,,Aug-05,01 August 2005,E12000005,West Midlands,index,Index
89.7,,Aug-05,01 August 2005,E12000004,East Midlands,index,Index
76,,Aug-05,01 August 2005,E12000007,London,index,Index
98.7,,Sep-14,01 September 2014,E12000007,London,index,Index
99.7,,Sep-14,01 September 2014,E12000002,North West,index,Index
99.9,,Sep-14,01 September 2014,E12000001,North East,index,Index
98.9,,Sep-14,01 September 2014,E12000008,South East,index,Index
99.2,,Sep-14,01 September 2014,E12000009,South West,index,Index
99.3,,Sep-14,01 September 2014,E12000005,West Midlands,index,Index
99.3,,Sep-14,01 September 2014,E12000004,East Midlands,index,Index
99.8,,Sep-14,01 September 2014,E12000003,Yorkshire and The Humber,index,Index
98.9,,Sep-14,01 September 2014,E12000006,East of England,index,Index
108.2,,Jan-19,01 January 2019,E12000009,South West,index,Index
106.4,,Jan-19,01 January 2019,E12000007,London,index,Index
107.6,,Jan-19,01 January 2019,E12000005,West Midlands,index,Index
102.2,,Jan-19,01 January 2019,E12000001,North East,index,Index
110.5,,Jan-19,01 January 2019,E12000004,East Midlands,index,Index
109.5,,Jan-19,01 January 2019,E12000006,East of England,index,Index
109.9,,Jan-19,01 January 2019,E12000008,South East,index,Index
104.6,,Jan-19,01 January 2019,E12000002,North West,index,Index
106,,Jan-19,01 January 2019,E12000003,Yorkshire and The Humber,index,Index
94.9,,Sep-11,01 September 2011,E12000009,South West,index,Index
96.1,,Sep-11,01 September 2011,E12000005,West Midlands,index,Index
97.4,,Sep-11,01 September 2011,E12000003,Yorkshire and The Humber,index,Index
98.1,,Sep-11,01 September 2011,E12000002,North West,index,Index
95.6,,Sep-11,01 September 2011,E12000004,East Midlands,index,Index
88.8,,Sep-11,01 September 2011,E12000007,London,index,Index
95.3,,Sep-11,01 September 2011,E12000006,East of England,index,Index
98.7,,Sep-11,01 September 2011,E12000001,North East,index,Index
93.4,,Sep-11,01 September 2011,E12000008,South East,index,Index
89.3,,Jun-06,01 June 2006,E12000006,East of England,index,Index
90.1,,Jun-06,01 June 2006,E12000001,North East,index,Index
90.7,,Jun-06,01 June 2006,E12000002,North West,index,Index
77.6,,Jun-06,01 June 2006,E12000007,London,index,Index
90.8,,Jun-06,01 June 2006,E12000005,West Midlands,index,Index
85.5,,Jun-06,01 June 2006,E12000008,South East,index,Index
86.5,,Jun-06,01 June 2006,E12000009,South West,index,Index
91.3,,Jun-06,01 June 2006,E12000004,East Midlands,index,Index
88.6,,Jun-06,01 June 2006,E12000003,Yorkshire and The Humber,index,Index
114.6,,Sep-20,01 September 2020,E12000004,East Midlands,index,Index
112.1,,Sep-20,01 September 2020,E12000008,South East,index,Index
112.3,,Sep-20,01 September 2020,E12000009,South West,index,Index
110.9,,Sep-20,01 September 2020,E12000005,West Midlands,index,Index
112.2,,Sep-20,01 September 2020,E12000006,East of England,index,Index
106.9,,Sep-20,01 September 2020,E12000002,North West,index,Index
109.2,,Sep-20,01 September 2020,E12000003,Yorkshire and The Humber,index,Index
103.7,,Sep-20,01 September 2020,E12000001,North East,index,Index
108.6,,Sep-20,01 September 2020,E12000007,London,index,Index
93.7,,Nov-07,01 November 2007,E12000005,West Midlands,index,Index
81.2,,Nov-07,01 November 2007,E12000007,London,index,Index
90.6,,Nov-07,01 November 2007,E12000009,South West,index,Index
93.9,,Nov-07,01 November 2007,E12000002,North West,index,Index
92.4,,Nov-07,01 November 2007,E12000006,East of England,index,Index
94.1,,Nov-07,01 November 2007,E12000004,East Midlands,index,Index
88.5,,Nov-07,01 November 2007,E12000008,South East,index,Index
93.3,,Nov-07,01 November 2007,E12000003,Yorkshire and The Humber,index,Index
93,,Nov-07,01 November 2007,E12000001,North East,index,Index
102.1,,Nov-18,01 November 2018,E12000001,North East,index,Index
106.3,,Nov-18,01 November 2018,E12000007,London,index,Index
109.3,,Nov-18,01 November 2018,E12000008,South East,index,Index
107.6,,Nov-18,01 November 2018,E12000009,South West,index,Index
107.4,,Nov-18,01 November 2018,E12000005,West Midlands,index,Index
110.2,,Nov-18,01 November 2018,E12000004,East Midlands,index,Index
104.3,,Nov-18,01 November 2018,E12000002,North West,index,Index
105.7,,Nov-18,01 November 2018,E12000003,Yorkshire and The Humber,index,Index
109.4,,Nov-18,01 November 2018,E12000006,East of England,index,Index
103.2,,Oct-17,01 October 2017,E12000002,North West,index,Index
101.8,,Oct-17,01 October 2017,E12000001,North East,index,Index
103.9,,Oct-17,01 October 2017,E12000003,Yorkshire and The Humber,index,Index
106.5,,Oct-17,01 October 2017,E12000007,London,index,Index
105.2,,Oct-17,01 October 2017,E12000005,West Midlands,index,Index
107.4,,Oct-17,01 October 2017,E12000006,East of England,index,Index
107.8,,Oct-17,01 October 2017,E12000008,South East,index,Index
105.7,,Oct-17,01 October 2017,E12000009,South West,index,Index
107.1,,Oct-17,01 October 2017,E12000004,East Midlands,index,Index
99.5,,May-14,01 May 2014,E12000003,Yorkshire and The Humber,index,Index
98,,May-14,01 May 2014,E12000007,London,index,Index
99.1,,May-14,01 May 2014,E12000005,West Midlands,index,Index
98.4,,May-14,01 May 2014,E12000006,East of England,index,Index
98.4,,May-14,01 May 2014,E12000008,South East,index,Index
99.5,,May-14,01 May 2014,E12000002,North West,index,Index
99.1,,May-14,01 May 2014,E12000004,East Midlands,index,Index
98.7,,May-14,01 May 2014,E12000009,South West,index,Index
99.7,,May-14,01 May 2014,E12000001,North East,index,Index
95.3,,Nov-11,01 November 2011,E12000009,South West,index,Index
97.6,,Nov-11,01 November 2011,E12000003,Yorkshire and The Humber,index,Index
89.5,,Nov-11,01 November 2011,E12000007,London,index,Index
96.3,,Nov-11,01 November 2011,E12000005,West Midlands,index,Index
93.8,,Nov-11,01 November 2011,E12000008,South East,index,Index
98.3,,Nov-11,01 November 2011,E12000002,North West,index,Index
95.9,,Nov-11,01 November 2011,E12000004,East Midlands,index,Index
98.9,,Nov-11,01 November 2011,E12000001,North East,index,Index
95.5,,Nov-11,01 November 2011,E12000006,East of England,index,Index
106.2,,Dec-17,01 December 2017,E12000009,South West,index,Index
103.4,,Dec-17,01 December 2017,E12000002,North West,index,Index
107.8,,Dec-17,01 December 2017,E12000006,East of England,index,Index
104,,Dec-17,01 December 2017,E12000003,Yorkshire and The Humber,index,Index
107.6,,Dec-17,01 December 2017,E12000004,East Midlands,index,Index
106.2,,Dec-17,01 December 2017,E12000007,London,index,Index
108.2,,Dec-17,01 December 2017,E12000008,South East,index,Index
105.6,,Dec-17,01 December 2017,E12000005,West Midlands,index,Index
101.8,,Dec-17,01 December 2017,E12000001,North East,index,Index
92,,Jan-09,01 January 2009,E12000008,South East,index,Index
85.5,,Jan-09,01 January 2009,E12000007,London,index,Index
95.9,,Jan-09,01 January 2009,E12000004,East Midlands,index,Index
95.1,,Jan-09,01 January 2009,E12000006,East of England,index,Index
94,,Jan-09,01 January 2009,E12000009,South West,index,Index
95.5,,Jan-09,01 January 2009,E12000003,Yorkshire and The Humber,index,Index
96.2,,Jan-09,01 January 2009,E12000001,North East,index,Index
95.9,,Jan-09,01 January 2009,E12000005,West Midlands,index,Index
95.9,,Jan-09,01 January 2009,E12000002,North West,index,Index
89.6,,Aug-06,01 August 2006,E12000006,East of England,index,Index
77.9,,Aug-06,01 August 2006,E12000007,London,index,Index
90.6,,Aug-06,01 August 2006,E12000001,North East,index,Index
91.1,,Aug-06,01 August 2006,E12000005,West Midlands,index,Index
91.6,,Aug-06,01 August 2006,E12000004,East Midlands,index,Index
86.8,,Aug-06,01 August 2006,E12000009,South West,index,Index
85.7,,Aug-06,01 August 2006,E12000008,South East,index,Index
89.5,,Aug-06,01 August 2006,E12000003,Yorkshire and The Humber,index,Index
90.8,,Aug-06,01 August 2006,E12000002,North West,index,Index
104.7,,Jun-17,01 June 2017,E12000009,South West,index,Index
106,,Jun-17,01 June 2017,E12000004,East Midlands,index,Index
102.8,,Jun-17,01 June 2017,E12000002,North West,index,Index
106.3,,Jun-17,01 June 2017,E12000007,London,index,Index
106.7,,Jun-17,01 June 2017,E12000006,East of England,index,Index
107.2,,Jun-17,01 June 2017,E12000008,South East,index,Index
104.7,,Jun-17,01 June 2017,E12000005,West Midlands,index,Index
103.2,,Jun-17,01 June 2017,E12000003,Yorkshire and The Humber,index,Index
101.7,,Jun-17,01 June 2017,E12000001,North East,index,Index
91.9,,Sep-09,01 September 2009,E12000008,South East,index,Index
97.3,,Sep-09,01 September 2009,E12000001,North East,index,Index
95.3,,Sep-09,01 September 2009,E12000005,West Midlands,index,Index
94.6,,Sep-09,01 September 2009,E12000006,East of England,index,Index
96,,Sep-09,01 September 2009,E12000003,Yorkshire and The Humber,index,Index
95.4,,Sep-09,01 September 2009,E12000004,East Midlands,index,Index
96.3,,Sep-09,01 September 2009,E12000002,North West,index,Index
93.7,,Sep-09,01 September 2009,E12000009,South West,index,Index
85.3,,Sep-09,01 September 2009,E12000007,London,index,Index
94.1,,Mar-08,01 March 2008,E12000003,Yorkshire and The Humber,index,Index
89.6,,Mar-08,01 March 2008,E12000008,South East,index,Index
94.2,,Mar-08,01 March 2008,E12000001,North East,index,Index
94.4,,Mar-08,01 March 2008,E12000002,North West,index,Index
94.2,,Mar-08,01 March 2008,E12000005,West Midlands,index,Index
93.2,,Mar-08,01 March 2008,E12000006,East of England,index,Index
82.6,,Mar-08,01 March 2008,E12000007,London,index,Index
91.8,,Mar-08,01 March 2008,E12000009,South West,index,Index
94.9,,Mar-08,01 March 2008,E12000004,East Midlands,index,Index
97.1,,Jan-13,01 January 2013,E12000009,South West,index,Index
99,,Jan-13,01 January 2013,E12000003,Yorkshire and The Humber,index,Index
97.4,,Jan-13,01 January 2013,E12000006,East of England,index,Index
99.4,,Jan-13,01 January 2013,E12000001,North East,index,Index
94.7,,Jan-13,01 January 2013,E12000007,London,index,Index
97.8,,Jan-13,01 January 2013,E12000005,West Midlands,index,Index
96.2,,Jan-13,01 January 2013,E12000008,South East,index,Index
99.1,,Jan-13,01 January 2013,E12000002,North West,index,Index
97.8,,Jan-13,01 January 2013,E12000004,East Midlands,index,Index
94.1,,Dec-11,01 December 2011,E12000008,South East,index,Index
95.4,,Dec-11,01 December 2011,E12000009,South West,index,Index
90,,Dec-11,01 December 2011,E12000007,London,index,Index
98.3,,Dec-11,01 December 2011,E12000002,North West,index,Index
97.8,,Dec-11,01 December 2011,E12000003,Yorkshire and The Humber,index,Index
96.4,,Dec-11,01 December 2011,E12000005,West Midlands,index,Index
95.8,,Dec-11,01 December 2011,E12000006,East of England,index,Index
96.1,,Dec-11,01 December 2011,E12000004,East Midlands,index,Index
98.9,,Dec-11,01 December 2011,E12000001,North East,index,Index
88.5,,Jan-06,01 January 2006,E12000006,East of England,index,Index
89,,Jan-06,01 January 2006,E12000001,North East,index,Index
76.8,,Jan-06,01 January 2006,E12000007,London,index,Index
86,,Jan-06,01 January 2006,E12000009,South West,index,Index
90.2,,Jan-06,01 January 2006,E12000005,West Midlands,index,Index
87.7,,Jan-06,01 January 2006,E12000003,Yorkshire and The Humber,index,Index
90.3,,Jan-06,01 January 2006,E12000002,North West,index,Index
84.7,,Jan-06,01 January 2006,E12000008,South East,index,Index
90.8,,Jan-06,01 January 2006,E12000004,East Midlands,index,Index
100.9,,Aug-15,01 August 2015,E12000009,South West,index,Index
102.7,,Aug-15,01 August 2015,E12000007,London,index,Index
100.4,,Aug-15,01 August 2015,E12000001,North East,index,Index
101.3,,Aug-15,01 August 2015,E12000008,South East,index,Index
101.1,,Aug-15,01 August 2015,E12000004,East Midlands,index,Index
100.4,,Aug-15,01 August 2015,E12000002,North West,index,Index
101.4,,Aug-15,01 August 2015,E12000006,East of England,index,Index
101.1,,Aug-15,01 August 2015,E12000005,West Midlands,index,Index
100.6,,Aug-15,01 August 2015,E12000003,Yorkshire and The Humber,index,Index
92.2,,Aug-09,01 August 2009,E12000008,South East,index,Index
85.4,,Aug-09,01 August 2009,E12000007,London,index,Index
94.8,,Aug-09,01 August 2009,E12000006,East of England,index,Index
93.6,,Aug-09,01 August 2009,E12000009,South West,index,Index
96.5,,Aug-09,01 August 2009,E12000002,North West,index,Index
95.5,,Aug-09,01 August 2009,E12000005,West Midlands,index,Index
96,,Aug-09,01 August 2009,E12000003,Yorkshire and The Humber,index,Index
95.4,,Aug-09,01 August 2009,E12000004,East Midlands,index,Index
97.3,,Aug-09,01 August 2009,E12000001,North East,index,Index
110.4,,Jul-20,01 July 2020,E12000005,West Midlands,index,Index
111.9,,Jul-20,01 July 2020,E12000009,South West,index,Index
108.3,,Jul-20,01 July 2020,E12000007,London,index,Index
112,,Jul-20,01 July 2020,E12000006,East of England,index,Index
111.8,,Jul-20,01 July 2020,E12000008,South East,index,Index
114,,Jul-20,01 July 2020,E12000004,East Midlands,index,Index
103.4,,Jul-20,01 July 2020,E12000001,North East,index,Index
109,,Jul-20,01 July 2020,E12000003,Yorkshire and The Humber,index,Index
106.5,,Jul-20,01 July 2020,E12000002,North West,index,Index
93.9,,Dec-08,01 December 2008,E12000009,South West,index,Index
91.8,,Dec-08,01 December 2008,E12000008,South East,index,Index
95.3,,Dec-08,01 December 2008,E12000003,Yorkshire and The Humber,index,Index
85.2,,Dec-08,01 December 2008,E12000007,London,index,Index
95.8,,Dec-08,01 December 2008,E12000005,West Midlands,index,Index
95.9,,Dec-08,01 December 2008,E12000002,North West,index,Index
94.8,,Dec-08,01 December 2008,E12000006,East of England,index,Index
95.9,,Dec-08,01 December 2008,E12000004,East Midlands,index,Index
96,,Dec-08,01 December 2008,E12000001,North East,index,Index
106.3,,Oct-18,01 October 2018,E12000007,London,index,Index
107.6,,Oct-18,01 October 2018,E12000009,South West,index,Index
109.3,,Oct-18,01 October 2018,E12000006,East of England,index,Index
109.2,,Oct-18,01 October 2018,E12000008,South East,index,Index
110,,Oct-18,01 October 2018,E12000004,East Midlands,index,Index
104.2,,Oct-18,01 October 2018,E12000002,North West,index,Index
105.5,,Oct-18,01 October 2018,E12000003,Yorkshire and The Humber,index,Index
102.1,,Oct-18,01 October 2018,E12000001,North East,index,Index
107.1,,Oct-18,01 October 2018,E12000005,West Midlands,index,Index
108,,Jun-19,01 June 2019,E12000005,West Midlands,index,Index
105.3,,Jun-19,01 June 2019,E12000002,North West,index,Index
107,,Jun-19,01 June 2019,E12000007,London,index,Index
106.6,,Jun-19,01 June 2019,E12000003,Yorkshire and The Humber,index,Index
110.5,,Jun-19,01 June 2019,E12000008,South East,index,Index
109,,Jun-19,01 June 2019,E12000009,South West,index,Index
110.1,,Jun-19,01 June 2019,E12000006,East of England,index,Index
111.3,,Jun-19,01 June 2019,E12000004,East Midlands,index,Index
102.4,,Jun-19,01 June 2019,E12000001,North East,index,Index
92.6,,Dec-07,01 December 2007,E12000006,East of England,index,Index
90.9,,Dec-07,01 December 2007,E12000009,South West,index,Index
93.6,,Dec-07,01 December 2007,E12000003,Yorkshire and The Humber,index,Index
93.5,,Dec-07,01 December 2007,E12000001,North East,index,Index
93.8,,Dec-07,01 December 2007,E12000005,West Midlands,index,Index
81.7,,Dec-07,01 December 2007,E12000007,London,index,Index
94,,Dec-07,01 December 2007,E12000002,North West,index,Index
88.7,,Dec-07,01 December 2007,E12000008,South East,index,Index
94.3,,Dec-07,01 December 2007,E12000004,East Midlands,index,Index
105,,Jul-17,01 July 2017,E12000009,South West,index,Index
106.5,,Jul-17,01 July 2017,E12000007,London,index,Index
107.3,,Jul-17,01 July 2017,E12000008,South East,index,Index
104.8,,Jul-17,01 July 2017,E12000005,West Midlands,index,Index
102.8,,Jul-17,01 July 2017,E12000002,North West,index,Index
106.3,,Jul-17,01 July 2017,E12000004,East Midlands,index,Index
103.4,,Jul-17,01 July 2017,E12000003,Yorkshire and The Humber,index,Index
106.9,,Jul-17,01 July 2017,E12000006,East of England,index,Index
101.7,,Jul-17,01 July 2017,E12000001,North East,index,Index
106,,Dec-16,01 December 2016,E12000008,South East,index,Index
105.8,,Dec-16,01 December 2016,E12000007,London,index,Index
102.1,,Dec-16,01 December 2016,E12000002,North West,index,Index
101.7,,Dec-16,01 December 2016,E12000001,North East,index,Index
104.8,,Dec-16,01 December 2016,E12000004,East Midlands,index,Index
103.8,,Dec-16,01 December 2016,E12000005,West Midlands,index,Index
102.5,,Dec-16,01 December 2016,E12000003,Yorkshire and The Humber,index,Index
104,,Dec-16,01 December 2016,E12000009,South West,index,Index
105.5,,Dec-16,01 December 2016,E12000006,East of England,index,Index
86,,Jun-05,01 June 2005,E12000003,Yorkshire and The Humber,index,Index
75.6,,Jun-05,01 June 2005,E12000007,London,index,Index
89,,Jun-05,01 June 2005,E12000002,North West,index,Index
83.5,,Jun-05,01 June 2005,E12000008,South East,index,Index
86.3,,Jun-05,01 June 2005,E12000006,East of England,index,Index
88.4,,Jun-05,01 June 2005,E12000005,West Midlands,index,Index
89.4,,Jun-05,01 June 2005,E12000004,East Midlands,index,Index
84.3,,Jun-05,01 June 2005,E12000009,South West,index,Index
87.4,,Jun-05,01 June 2005,E12000001,North East,index,Index
93.2,,Sep-08,01 September 2008,E12000009,South West,index,Index
95.2,,Sep-08,01 September 2008,E12000002,North West,index,Index
91.1,,Sep-08,01 September 2008,E12000008,South East,index,Index
95.2,,Sep-08,01 September 2008,E12000005,West Midlands,index,Index
94.4,,Sep-08,01 September 2008,E12000006,East of England,index,Index
94.8,,Sep-08,01 September 2008,E12000003,Yorkshire and The Humber,index,Index
95.4,,Sep-08,01 September 2008,E12000001,North East,index,Index
84,,Sep-08,01 September 2008,E12000007,London,index,Index
95.7,,Sep-08,01 September 2008,E12000004,East Midlands,index,Index
99.7,,Apr-14,01 April 2014,E12000001,North East,index,Index
97.7,,Apr-14,01 April 2014,E12000007,London,index,Index
98.7,,Apr-14,01 April 2014,E12000009,South West,index,Index
99.6,,Apr-14,01 April 2014,E12000003,Yorkshire and The Humber,index,Index
98.3,,Apr-14,01 April 2014,E12000008,South East,index,Index
99,,Apr-14,01 April 2014,E12000005,West Midlands,index,Index
98.5,,Apr-14,01 April 2014,E12000006,East of England,index,Index
99.5,,Apr-14,01 April 2014,E12000002,North West,index,Index
99,,Apr-14,01 April 2014,E12000004,East Midlands,index,Index
91.9,,May-12,01 May 2012,E12000007,London,index,Index
98.8,,May-12,01 May 2012,E12000001,North East,index,Index
98,,May-12,01 May 2012,E12000003,Yorkshire and The Humber,index,Index
95.9,,May-12,01 May 2012,E12000009,South West,index,Index
95.1,,May-12,01 May 2012,E12000008,South East,index,Index
98.7,,May-12,01 May 2012,E12000002,North West,index,Index
96.6,,May-12,01 May 2012,E12000006,East of England,index,Index
96.8,,May-12,01 May 2012,E12000005,West Midlands,index,Index
96.9,,May-12,01 May 2012,E12000004,East Midlands,index,Index
94,,Jul-09,01 July 2009,E12000009,South West,index,Index
96.5,,Jul-09,01 July 2009,E12000002,North West,index,Index
92.1,,Jul-09,01 July 2009,E12000008,South East,index,Index
95.6,,Jul-09,01 July 2009,E12000004,East Midlands,index,Index
95.7,,Jul-09,01 July 2009,E12000005,West Midlands,index,Index
95,,Jul-09,01 July 2009,E12000006,East of England,index,Index
85.5,,Jul-09,01 July 2009,E12000007,London,index,Index
96.1,,Jul-09,01 July 2009,E12000003,Yorkshire and The Humber,index,Index
97.1,,Jul-09,01 July 2009,E12000001,North East,index,Index
90.5,,Mar-06,01 March 2006,E12000002,North West,index,Index
77.1,,Mar-06,01 March 2006,E12000007,London,index,Index
86.3,,Mar-06,01 March 2006,E12000009,South West,index,Index
88.8,,Mar-06,01 March 2006,E12000006,East of England,index,Index
90.3,,Mar-06,01 March 2006,E12000005,West Midlands,index,Index
88.2,,Mar-06,01 March 2006,E12000003,Yorkshire and The Humber,index,Index
89.4,,Mar-06,01 March 2006,E12000001,North East,index,Index
84.9,,Mar-06,01 March 2006,E12000008,South East,index,Index
90.9,,Mar-06,01 March 2006,E12000004,East Midlands,index,Index
96.2,,Dec-12,01 December 2012,E12000008,South East,index,Index
97.2,,Dec-12,01 December 2012,E12000006,East of England,index,Index
99.3,,Dec-12,01 December 2012,E12000001,North East,index,Index
99.1,,Dec-12,01 December 2012,E12000002,North West,index,Index
98.8,,Dec-12,01 December 2012,E12000003,Yorkshire and The Humber,index,Index
97.7,,Dec-12,01 December 2012,E12000005,West Midlands,index,Index
97,,Dec-12,01 December 2012,E12000009,South West,index,Index
94.4,,Dec-12,01 December 2012,E12000007,London,index,Index
97.6,,Dec-12,01 December 2012,E12000004,East Midlands,index,Index
87.1,,Oct-06,01 October 2006,E12000009,South West,index,Index
89.9,,Oct-06,01 October 2006,E12000006,East of England,index,Index
91.1,,Oct-06,01 October 2006,E12000002,North West,index,Index
90.6,,Oct-06,01 October 2006,E12000001,North East,index,Index
78,,Oct-06,01 October 2006,E12000007,London,index,Index
86,,Oct-06,01 October 2006,E12000008,South East,index,Index
91.4,,Oct-06,01 October 2006,E12000005,West Midlands,index,Index
92.1,,Oct-06,01 October 2006,E12000004,East Midlands,index,Index
